,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,unixTime,processedText,processedSummary
773,5,False,"01 5, 2014",A36LNAKD2FOHVX,B0009RF9DW,{'Size:': ' 181'},Heather Marie Levan,I recently had this amazing citrus salad from Whole Foods and this body wash is every bit as yummy!  I don't recommend eating it of course but I highly recommend it in the morning to wake the senses.  Refreshing!,Citrus Salad,1388880000,,,2014-01-05,"['recently', 'amazing', 'citrus', 'salad', 'whole', 'food', 'body', 'wash', 'every', 'bit', 'yummy', 'donnot', 'recommend', 'eating', 'course', 'highly', 'recommend', 'morning', 'wake', 'sens', 'refreshing']","['citrus', 'salad']"
772,5,False,"01 5, 2014",A36LNAKD2FOHVX,B0009RF9DW,{'Size:': ' 299'},Heather Marie Levan,"I stopped using soap when I started working in the beauty industry about 15 years.  Having used a wide array of skin care products and in particular body wash, I was delighted and surprised when I tried this one for the first time.  I didn't realize that I actually like the smell of Nutmeg itself when not baked into my mom's oatmeal raisin cookie.  Truly a unique experience in the shower and my skin loved every minute of it.  Bravo.",This one is different!,1388880000,,,2014-01-05,"['stopped', 'using', 'soap', 'started', 'working', 'beauty', 'industry', 'year', 'used', 'wide', 'array', 'skin', 'care', 'product', 'particular', 'body', 'wash', 'delighted', 'surprised', 'tried', 'one', 'first', 'time', 'didnnot', 'realize', 'actually', 'like', 'smell', 'nutmeg', 'baked', 'momis', 'oatmeal', 'raisin', 'cookie', 'truly', 'unique', 'experience', 'shower', 'skin', 'loved', 'every', 'minute', 'bravo']","['one', 'different']"
47,5,True,"02 23, 2018",A22V1MD93T2FW9,B00006L9LC,{'Size:': ' Small'},Heather Sharp,"I bought this for my husband. Hed been having issues with dandruff, but most dandruff shampoos cause skin issues. He loves it. Its just great for his hair and skin aside from helping with the dandruff. It smells good, too. Great product. I highly recommend it and would buy it again if it were still available on the site!",Really great shampoo for sensitive skin that happens to fix dandruff,1519344000,20,['https://images-na.ssl-images-amazon.com/images/I/61D2LU1KnXL._SY88.jpg'],2018-02-23,"['bought', 'husband', 'hed', 'issue', 'dandruff', 'dandruff', 'shampoo', 'cause', 'skin', 'issue', 'love', 'great', 'hair', 'skin', 'aside', 'helping', 'dandruff', 'smell', 'good', 'great', 'product', 'highly', 'recommend', 'would', 'buy', 'still', 'available', 'site']","['really', 'great', 'shampoo', 'sensitive', 'skin', 'happens', 'fix', 'dandruff']"
376,4,True,"02 24, 2017",A3F5015D4BBJM9,B001IKJOLW,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Hedy,Cute and comfy. Sleek design. My only complaint is the fly wire loosens up and my shoe sometimes slips off my heels during heavy sled runs. I have two pairs of this style.,My second favorite.,1487894400,,,2017-02-24,"['cute', 'comfy', 'sleek', 'design', 'complaint', 'fly', 'wire', 'loosens', 'shoe', 'sometimes', 'slip', 'heel', 'heavy', 'sled', 'run', 'two', 'pair', 'style']","['second', 'favorite']"
749,5,True,"05 14, 2014",A1CF9LS3PV9ZOR,B0009RF9DW,{'Size:': ' 97'},Helen Curl,"I love Perlier Lavender Body Butter, so I had to have the Shower Gel to layer the two products together.  What I love especially is that the Shower Gel fragrance stays on your skin even by itself.

ACTUALLY, I JUST LOVE ANYTHING THE COMPANY MAKES.",Perlier Bath & shower Gel in Lavender is just delicious,1400025600,,,2014-05-14,"['love', 'perlier', 'lavender', 'body', 'butter', 'shower', 'gel', 'layer', 'two', 'product', 'together', 'love', 'especially', 'shower', 'gel', 'fragrance', 'stay', 'skin', 'even', 'actually', 'love', 'anything', 'company', 'make']","['perlier', 'bath', 'shower', 'gel', 'lavender', 'delicious']"
80,5,True,"04 25, 2017",A37C3532V0OGK4,B00006L9LC,{'Size:': ' 79'},Henrietta,"Took care of my flaky scalp, a problem I've had for years.",Highly Recommend,1493078400,,,2017-04-25,"['took', 'care', 'flaky', 'scalp', 'problem', 'ihave', 'year']","['highly', 'recommend']"
46,2,True,"10 26, 2015",A26TEJJ6YOGWMZ,B000YFSR5G,,Henry A.,"Did not fit well. Was not comfortable. Switched to ""Fruit of the loom"". Fruit of the loom are somewhat oversized but fit well and are very comfortable.","Was not comfortable. Switched to ""Fruit of the loom""",1445817600,,,2015-10-26,"['fit', 'well', 'comfortable', 'switched', 'fruit', 'loom', 'fruit', 'loom', 'somewhat', 'oversized', 'fit', 'well', 'comfortable']","['comfortable', 'switched', 'fruit', 'loom']"
461,5,True,"08 2, 2013",A3AF038W92E3I,B00006L9LC,{'Size:': ' 432'},Hismai,"My hair feels soft after I started use them. They smell wonderful! If you are like me, asian, with lots of thick hair, that are prone to frizz, I think for this prize, it's worth trying them!",Great!,1375401600,,,2013-08-02,"['hair', 'feel', 'soft', 'started', 'use', 'smell', 'wonderful', 'like', 'asian', 'lot', 'thick', 'hair', 'prone', 'frizz', 'think', 'prize', 'itis', 'worth', 'trying']",['great']
375,5,False,"02 26, 2017",A1GZ9Z5M3Q4FDK,B001IKJOLW,"{'Size:': ' 6 B(M) US', 'Color:': ' Black/White-anthracite-stealth'}",Holly S.,"I love these shoes. I am rather basic when it comes to Nikes, I don't need all the cool colors, so these look amazing and feel amazing, like they were made for my feet. I definitely suggest purchasing them.","Simple look, outstanding comfort!",1488067200,,,2017-02-26,"['love', 'shoe', 'rather', 'basic', 'come', 'nike', 'donnot', 'need', 'cool', 'color', 'look', 'amazing', 'feel', 'amazing', 'like', 'made', 'foot', 'definitely', 'suggest', 'purchasing']","['simple', 'look', 'outstanding', 'comfort']"
803,5,True,"08 26, 2013",A251F9Y0GSZALP,B0009RF9DW,{'Size:': ' 149'},HouseNoni,"As with other Savannah bee products, this feels good, smells delicious in the shower.  Hard to find but really helps with dry skin.",love Savannah Bee products,1377475200,,,2013-08-26,"['savannah', 'bee', 'product', 'feel', 'good', 'smell', 'delicious', 'shower', 'hard', 'find', 'really', 'help', 'dry', 'skin']","['love', 'savannah', 'bee', 'product']"
4935,5,False,"08 24, 2015",AT53ZTTO707MB,B00W259T7G,"{'Size:': ' 250 Gram', 'Color:': ' Jasmin'}",I Do The Speed Limit,"Pre de Provence does an exceptional job of combining fragrant essential oils and a wide array of plant oils to create the most enticing and luxurious body-pampering products that I've ever experienced.  I've been a fan for years.  Pre de Provence has greatly expanded their line over the past few years, and more and more of them are showing up on Amazon.  To have such wonderful French products available here at the touch of my computer screen is a real treat!
This line of soaps with Shea butter is especially comforting and gratifying.  I tried the lavender fragrance in this line and it is very fragrant.  It is floral and spicy and not cloyingly sweet.  It is a sophisticated fragrance, and it is potent and true lavender.  Just lovely!

The shea butter in this bar seems to make the lather glide smoothly across my skin.  It washes off well, yet seems to leave a softness behind that clings to my skin.  The little brownish pieces in the bar are actually pieces of petal.  I does not add any coarseness to the bar, and I think it may be included just to add to the ""artisanal"" look.  But maybe it works to hold essential oil, too.
The fragrance lasts only for an hour or two, and that is as it should be, I think.  It does not interfere with the perfume I wear.  The lavender fragrance is mostly restricted to the bath.","A tried and true potent lavender fragrance, enhanced with enriching shea butter",1440374400,,,2015-08-24,"['pre', 'de', 'provence', 'exceptional', 'job', 'combining', 'fragrant', 'essential', 'oil', 'wide', 'array', 'plant', 'oil', 'create', 'enticing', 'luxurious', 'body', 'pampering', 'product', 'ihave', 'ever', 'experienced', 'ihave', 'fan', 'year', 'pre', 'de', 'provence', 'greatly', 'expanded', 'line', 'past', 'year', 'showing', 'amazon', 'wonderful', 'french', 'product', 'available', 'touch', 'computer', 'screen', 'real', 'treat', 'line', 'soap', 'shea', 'butter', 'especially', 'comforting', 'gratifying', 'tried', 'lavender', 'fragrance', 'line', 'fragrant', 'floral', 'spicy', 'cloyingly', 'sweet', 'sophisticated', 'fragrance', 'potent', 'true', 'lavender', 'lovely', 'shea', 'butter', 'bar', 'seems', 'make', 'lather', 'glide', 'smoothly', 'across', 'skin', 'wash', 'well', 'yet', 'seems', 'leave', 'softness', 'behind', 'cling', 'skin', 'little', 'brownish', 'piece', 'bar', 'actually', 'piece', 'petal', 'add', 'coarseness', 'bar', 'think', 'may', 'included', 'add', 'artisanal', 'look', 'maybe', 'work', 'hold', 'essential', 'oil', 'fragrance', 'last', 'hour', 'two', 'think', 'interfere', 'perfume', 'wear', 'lavender', 'fragrance', 'mostly', 'restricted', 'bath']","['tried', 'true', 'potent', 'lavender', 'fragrance', 'enhanced', 'enriching', 'shea', 'butter']"
4173,5,False,"09 11, 2017",AT53ZTTO707MB,B001LNODUS,{'Color:': ' Linen Water Refill'},I Do The Speed Limit,"This lavender water is very floral and spicy, yet when it is dispersed as spray on our sheets, it is very delicate.  Such a pretty color, too.

It is not a sweet or cloying scent, and is a natural, clean and fresh scent.

Just to test its clarity, I sprayed it on my face.  It just evaporated as I expected it to, leaving no sticky feeling.

I do not have the Pre de Provence spray bottle, just picked up a small 8 ounce spray bottle from the drug store.  Any spray bottle with a very fine mister will do.

This is a plastic bottle.","Fresh, clean, spicy",1505088000,,,2017-09-11,"['lavender', 'water', 'floral', 'spicy', 'yet', 'dispersed', 'spray', 'sheet', 'delicate', 'pretty', 'color', 'sweet', 'cloying', 'scent', 'natural', 'clean', 'fresh', 'scent', 'test', 'clarity', 'sprayed', 'face', 'evaporated', 'expected', 'leaving', 'sticky', 'feeling', 'pre', 'de', 'provence', 'spray', 'bottle', 'picked', 'small', 'ounce', 'spray', 'bottle', 'drug', 'store', 'spray', 'bottle', 'fine', 'mister', 'plastic', 'bottle']","['fresh', 'clean', 'spicy']"
4850,5,False,"09 26, 2017",AT53ZTTO707MB,B00W259T7G,"{'Size:': ' 150 Gram', 'Color:': ' Sea Salt'}",I Do The Speed Limit,"Picture yourself on an outcropping of rocks at the ocean's edge; brisk, breezy day, not humid.  Pop open a bottle of 7Up and pour into your iced glass.  Don't quite bury your nose in the bubbles, but let the effervescence tickle and tingle you nose.  Take a sip.  Feel the ocean spray, breath in the salty brine.  Okay, you got it:  That is the fragrance of the Pre de Provence Sea Salt bar soap.

It is brisk and bracing.  It is not sweetish, but just a touch sweet.  It is citrus-y and lime-y.  If the effervescence had a smell, this would be it.  (Do NOT dare think fish--think fresh, and of the sea.  It also has some ginger in it.  Not the warming gingerbread fragrance, but the bright and zingy scent of just chopped, fresh ginger root.

The soap makes creamy, bright white, rich luscious lather.  It leaves my skin soft.

I can't get enough of it.  And I want Pre de Provence to make more products in this particular fragrance, so I can have it all day long.","Bracing, briny, so fresh, with a bit of lime.  Kind of like 7Up with all its bubbly effervescence",1506384000,4,,2017-09-26,"['picture', 'outcropping', 'rock', 'oceanis', 'edge', 'brisk', 'breezy', 'day', 'humid', 'pop', 'open', 'bottle', 'pour', 'iced', 'glass', 'donnot', 'quite', 'bury', 'nose', 'bubble', 'let', 'effervescence', 'tickle', 'tingle', 'nose', 'take', 'sip', 'feel', 'ocean', 'spray', 'breath', 'salty', 'brine', 'okay', 'got', 'fragrance', 'pre', 'de', 'provence', 'sea', 'salt', 'bar', 'soap', 'brisk', 'bracing', 'sweetish', 'touch', 'sweet', 'citrus', 'lime', 'effervescence', 'smell', 'would', 'dare', 'think', 'fish', 'think', 'fresh', 'sea', 'also', 'ginger', 'warming', 'gingerbread', 'fragrance', 'bright', 'zingy', 'scent', 'chopped', 'fresh', 'ginger', 'root', 'soap', 'make', 'creamy', 'bright', 'white', 'rich', 'luscious', 'lather', 'leaf', 'skin', 'soft', 'get', 'enough', 'want', 'pre', 'de', 'provence', 'make', 'product', 'particular', 'fragrance', 'day', 'long']","['bracing', 'briny', 'fresh', 'bit', 'lime', 'kind', 'like', 'bubbly', 'effervescence']"
4845,4,False,"09 29, 2017",AT53ZTTO707MB,B00W259T7G,"{'Size:': ' 250 Gram', 'Color:': ' Patchouli'}",I Do The Speed Limit,"I have another brand of bar soap with a much more potent patchouli fragrance.  I had hoped that I would be able to bury my nose in this bar from Pre de Provence and imagine that I had just opened a bottle of patchouli essential oil.  No, no, it did not happen.  While it is a lovely fragrance, it is somewhat meek and mild.  Maybe that is what you are looking for, but I wanted deep, true, powerful patchouli.

With this bar from Pre de Provence I do get rich, smoothing and soothing moisturizing.  It was opportune that I had recently purchased two bars of soap from Plantlife, patchouli and sandalwood.  Oh, my!  Those fragrances are potent and wonderful!  Way more so than those from Pre de Provence.  Having the two patchouli bars at the same time allowed me to see the moisturizing qualities of both soaps.  The Plantlife dried my skin.  This Pre de Provence always left my skin soft and supple.  It was a BIG difference; so easy to see when I had the two together.

So, when it comes to the patchouli and the sandalwood soaps, which one you would like better depends on what you are looking for in a soap:  True potent fragrance or moisturizing luxury.  For me it boils down to my skin's needs in the cooler, drier months, and that means I go with the Pre de Provence.

If you do want to try the Plantlife patchouli, this is it:&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Patchouli-100-Pure-amp-Natural-Aromatherapy-Herbal-Soap-4-oz-113g/dp/B000146LKS/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Patchouli 100% Pure & Natural Aromatherapy Herbal Soap- 4 oz (113g)</a>.  Maybe you might be interested in an Italian bar soap put out by Pre de Provence.  It has a mix of patchouli and rosewood and bergamot:&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Via-Mercato-Italian-Soap-Bar-200g-No-1-Patchouli-and-Rosewood/dp/B01JPVO2DA/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Via Mercato Italian Soap Bar (200g), No. 1 - Patchouli and Rosewood</a>.  It has a lovely, intriguing and subtle fragrance.

A word on the size of this bar:  I have long fingers, so this large 250g size is not awkward in my hand.  But I can easily see that it might be a problem for smaller hands.  There is patchouli in the 200g size, but not the 150g.  Here is the link:&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Pre-de-Provence-Shea-Butter-Enriched-Artisanal-French-Soap-Bar-200-g-Traditional-Fragrance-Patchouli/dp/B000HLEY68/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Pre de Provence Shea Butter Enriched Artisanal French Soap Bar (200 g), Traditional Fragrance - Patchouli</a>.","I hoped for a more potent patchouli scent, unfortunately it's not there.  But my skin loves this soap!",1506643200,,,2017-09-29,"['another', 'brand', 'bar', 'soap', 'much', 'potent', 'patchouli', 'fragrance', 'hoped', 'would', 'able', 'bury', 'nose', 'bar', 'pre', 'de', 'provence', 'imagine', 'opened', 'bottle', 'patchouli', 'essential', 'oil', 'happen', 'lovely', 'fragrance', 'somewhat', 'meek', 'mild', 'maybe', 'looking', 'wanted', 'deep', 'true', 'powerful', 'patchouli', 'bar', 'pre', 'de', 'provence', 'get', 'rich', 'smoothing', 'soothing', 'moisturizing', 'opportune', 'recently', 'purchased', 'two', 'bar', 'soap', 'plantlife', 'patchouli', 'sandalwood', 'oh', 'fragrance', 'potent', 'wonderful', 'way', 'pre', 'de', 'provence', 'two', 'patchouli', 'bar', 'time', 'allowed', 'see', 'moisturizing', 'quality', 'soap', 'plantlife', 'dried', 'skin', 'pre', 'de', 'provence', 'always', 'left', 'skin', 'soft', 'supple', 'big', 'difference', 'easy', 'see', 'two', 'together', 'come', 'patchouli', 'sandalwood', 'soap', 'one', 'would', 'like', 'better', 'depends', 'looking', 'soap', 'true', 'potent', 'fragrance', 'moisturizing', 'luxury', 'boil', 'skinis', 'need', 'cooler', 'drier', 'month', 'mean', 'go', 'pre', 'de', 'provence', 'want', 'try', 'plantlife', 'patchouli', 'patchouli', 'pure', 'natural', 'aromatherapy', 'herbal', 'soap', 'oz', 'maybe', 'might', 'interested', 'italian', 'bar', 'soap', 'put', 'pre', 'de', 'provence', 'mix', 'patchouli', 'rosewood', 'bergamot', 'via', 'mercato', 'italian', 'soap', 'bar', 'patchouli', 'rosewood', 'lovely', 'intriguing', 'subtle', 'fragrance', 'word', 'size', 'bar', 'long', 'finger', 'large', 'size', 'awkward', 'hand', 'easily', 'see', 'might', 'problem', 'smaller', 'hand', 'patchouli', 'size', 'link', 'pre', 'de', 'provence', 'shea', 'butter', 'enriched', 'artisanal', 'french', 'soap', 'bar', 'g', 'traditional', 'fragrance', 'patchouli']","['hoped', 'potent', 'patchouli', 'scent', 'unfortunately', 'itis', 'skin', 'love', 'soap']"
